t,ref_px,ref_py,ref_pz
0.0,3.9507533623805506,0.6257378601609235,1.5618033988749895
0.02,3.9291490029147544,0.7495252583428985,1.5736249105369355
0.04,3.90366704775499,0.8725729655861705,1.5851558583130145
0.06,3.874332644514525,0.9947595486594194,1.596350734820343
0.08,3.8411747427077727,1.115964424156917,1.6071653589957993
0.1,3.8042260651806146,1.2360679774997898,1.6175570504584946
0.12,3.763523075816902,1.3549516809811657,1.627484797949738
0.14,3.719105943553005,1.472498210738712,1.6369094211857378
0.16,3.671018502735924,1.5885915625391225,1.6457937254842823
0.18,3.619308209864077,1.7031171662602909,1.654102648555158
0.2,3.5640260967534707,1.815961998958187,1.6618033988749894
0.22,3.505226720175454,1.927014696406861,1.668865585100403
0.24,3.442968108015774,2.0361656630014853,1.6752613360087727
0.26,3.3773117020080603,2.143307179915986,1.680965410493204
0.28,3.3083222970982478,2.248333511408522,1.6859552971776504
0.3,3.2360679774997902,2.351141009169892,1.6902113032590307
0.32,3.160620049502762,2.4516282146119055,1.6937166322257262
0.34,3.0820529711031575,2.5496959589947585,1.6964574501457377
0.36,3.000444278521839,2.6452474612946073,1.6984229402628954
0.38,2.9158745096856467,2.7381884237147545,1.6996053456856544
0.4,2.8284271247461907,2.8284271247461903,1.7
0.42,2.738188423714755,2.9158745096856467,1.6996053456856544
0.44,2.6452474612946073,3.000444278521839,1.6984229402628954
0.46,2.5496959589947585,3.0820529711031575,1.6964574501457377
0.48,2.451628214611906,3.1606200495027617,1.6937166322257262
0.5,2.3511410091698925,3.23606797749979,1.6902113032590307
0.52,2.2483335114085223,3.3083222970982478,1.6859552971776504
0.54,2.143307179915986,3.3773117020080603,1.680965410493204
0.56,2.036165663001485,3.4429681080157746,1.6752613360087727
0.58,1.9270146964068606,3.5052267201754543,1.668865585100403
0.6,1.8159619989581872,3.5640260967534707,1.6618033988749894
0.62,1.7031171662602906,3.619308209864078,1.654102648555158
0.64,1.5885915625391223,3.671018502735924,1.6457937254842823
0.66,1.4724982107387123,3.7191059435530054,1.6369094211857378
0.68,1.354951680981166,3.763523075816902,1.627484797949738
0.7000000000000001,1.23606797749979,3.8042260651806146,1.6175570504584946
0.72,1.115964424156917,3.8411747427077727,1.6071653589957993
0.74,0.99475954865942,3.8743326445145247,1.5963507348203432
0.76,0.8725729655861708,3.90366704775499,1.5851558583130145
0.78,0.749525258342899,3.929149002914755,1.5736249105369355
0.8,0.6257378601609237,3.9507533623805506,1.5618033988749895
0.8200000000000001,0.501332934257217,3.9684588052579106,1.549737977432971
0.84,0.37643325327405713,3.9822478584123195,1.537476262917145
0.86,0.25116207811725405,3.9921069137130862,1.5250666467128609
0.88,0.1256430363125136,3.998026241462927,1.5125581039058626
0.9,2.4492935982947064e-16,4.0,1.5
0.92,-0.1256430363125131,3.998026241462927,1.4874418960941374
0.9400000000000001,-0.2511620781172536,3.9921069137130867,1.4749333532871391
0.96,-0.3764332532740576,3.9822478584123195,1.462523737082855
0.98,-0.5013329342572175,3.9684588052579106,1.450262022567029
1.0,-0.6257378601609241,3.9507533623805506,1.4381966011250105
1.02,-0.7495252583428994,3.929149002914755,1.4263750894630642
1.04,-0.8725729655861705,3.90366704775499,1.4148441416869855
1.06,-0.9947595486594187,3.874332644514525,1.403649265179657
1.08,-1.1159644241569167,3.841174742707773,1.3928346410042007
1.1,-1.2360679774997896,3.804226065180615,1.3824429495415054
1.12,-1.3549516809811657,3.7635230758169023,1.372515202050262
1.1400000000000001,-1.4724982107387121,3.719105943553006,1.3630905788142622
1.16,-1.588591562539122,3.6710185027359246,1.3542062745157177
1.18,-1.703117166260291,3.619308209864078,1.345897351444842
1.2,-1.8159619989581868,3.564026096753471,1.3381966011250106
1.22,-1.9270146964068615,3.505226720175454,1.331134414899597
1.24,-2.036165663001485,3.4429681080157746,1.3247386639912273
1.26,-2.143307179915987,3.37731170200806,1.319034589506796
1.28,-2.2483335114085223,3.3083222970982473,1.3140447028223496
1.3,-2.3511410091698917,3.2360679774997902,1.3097886967409693
1.32,-2.4516282146119046,3.1606200495027625,1.3062833677742738
1.34,-2.5496959589947585,3.0820529711031575,1.3035425498542623
1.36,-2.645247461294607,3.000444278521839,1.3015770597371046
1.3800000000000001,-2.738188423714755,2.915874509685646,1.3003946543143456
1.4000000000000001,-2.82842712474619,2.8284271247461907,1.3
1.42,-2.9158745096856453,2.7381884237147553,1.3003946543143456
1.44,-3.0004442785218384,2.6452474612946073,1.3015770597371046
1.46,-3.082052971103157,2.549695958994759,1.3035425498542623
1.48,-3.160620049502762,2.4516282146119055,1.3062833677742738
1.5,-3.23606797749979,2.3511410091698925,1.3097886967409693
1.52,-3.3083222970982478,2.2483335114085214,1.3140447028223496
