t,ref_px,ref_py,ref_pz
0.0,2.469220851487844,0.39108616260057716,1.5618033988749895
0.02,2.4557181268217216,0.46845328646431156,1.5736249105369355
0.04,2.439791904846869,0.5453581034913566,1.5851558583130145
0.06,2.421457902821578,0.6217247179121371,1.596350734820343
0.08,2.400734214192358,0.6974777650980732,1.6071653589957993
0.1,2.377641290737884,0.7725424859373686,1.6175570504584946
0.12,2.3522019223855635,0.8468448006132285,1.627484797949738
0.14,2.324441214720628,0.9203113817116949,1.6369094211857378
0.16,2.294386564209953,0.9928697265869515,1.6457937254842823
0.18,2.2620676311650483,1.0644482289126818,1.654102648555158
0.2,2.2275163104709192,1.1349762493488669,1.6618033988749894
0.22,2.1907667001096587,1.2043841852542883,1.668865585100403
0.24,2.151855067509859,1.2726035393759283,1.6752613360087727
0.26,2.110819813755038,1.3395669874474914,1.680965410493204
0.28,2.0677014356864047,1.4052084446303261,1.6859552971776504
0.3,2.022542485937369,1.4694631307311825,1.6902113032590307
0.32,1.9753875309392264,1.5322676341324408,1.6937166322257262
0.34,1.9262831069394735,1.5935599743717241,1.6964574501457377
0.36,1.8752776740761492,1.6532796633091296,1.6984229402628954
0.38,1.8224215685535292,1.7113677648217216,1.6996053456856544
0.4,1.7677669529663693,1.7677669529663689,1.7
0.42,1.7113677648217218,1.8224215685535292,1.6996053456856544
0.44,1.6532796633091296,1.8752776740761492,1.6984229402628954
0.46,1.5935599743717241,1.9262831069394735,1.6964574501457377
0.48,1.5322676341324413,1.975387530939226,1.6937166322257262
0.5,1.469463130731183,2.0225424859373686,1.6902113032590307
0.52,1.4052084446303263,2.0677014356864047,1.6859552971776504
0.54,1.3395669874474914,2.110819813755038,1.680965410493204
0.56,1.272603539375928,2.1518550675098593,1.6752613360087727
0.58,1.2043841852542878,2.190766700109659,1.668865585100403
0.6,1.134976249348867,2.2275163104709192,1.6618033988749894
0.62,1.0644482289126818,2.2620676311650487,1.654102648555158
0.64,0.9928697265869514,2.294386564209953,1.6457937254842823
0.66,0.9203113817116952,2.324441214720628,1.6369094211857378
0.68,0.8468448006132288,2.3522019223855635,1.627484797949738
0.7000000000000001,0.7725424859373687,2.377641290737884,1.6175570504584946
0.72,0.6974777650980732,2.400734214192358,1.6071653589957993
0.74,0.6217247179121375,2.421457902821578,1.5963507348203432
0.76,0.5453581034913567,2.439791904846869,1.5851558583130145
0.78,0.46845328646431184,2.4557181268217216,1.5736249105369355
0.8,0.3910861626005773,2.469220851487844,1.5618033988749895
0.8200000000000001,0.31333308391076065,2.4802867532861943,1.549737977432971
0.84,0.2352707832962857,2.4889049115076998,1.537476262917145
0.86,0.1569762988232838,2.495066821070679,1.5250666467128609
0.88,0.07852689769532101,2.498766400914329,1.5125581039058626
0.9,1.5308084989341916e-16,2.5,1.5
0.92,-0.0785268976953207,2.498766400914329,1.4874418960941374
0.9400000000000001,-0.1569762988232835,2.495066821070679,1.4749333532871391
0.96,-0.23527078329628598,2.4889049115076998,1.462523737082855
0.98,-0.3133330839107609,2.4802867532861943,1.450262022567029
1.0,-0.3910861626005776,2.469220851487844,1.4381966011250105
1.02,-0.4684532864643121,2.4557181268217216,1.4263750894630642
1.04,-0.5453581034913566,2.439791904846869,1.4148441416869855
1.06,-0.6217247179121367,2.421457902821578,1.403649265179657
1.08,-0.6974777650980729,2.400734214192358,1.3928346410042007
1.1,-0.7725424859373685,2.3776412907378845,1.3824429495415054
1.12,-0.8468448006132285,2.352201922385564,1.372515202050262
1.1400000000000001,-0.920311381711695,2.3244412147206286,1.3630905788142622
1.16,-0.9928697265869513,2.294386564209953,1.3542062745157177
1.18,-1.064448228912682,2.2620676311650487,1.345897351444842
1.2,-1.1349762493488667,2.2275163104709197,1.3381966011250106
1.22,-1.2043841852542885,2.1907667001096587,1.331134414899597
1.24,-1.272603539375928,2.1518550675098593,1.3247386639912273
1.26,-1.3395669874474918,2.1108198137550374,1.319034589506796
1.28,-1.4052084446303263,2.0677014356864047,1.3140447028223496
1.3,-1.4694631307311823,2.022542485937369,1.3097886967409693
1.32,-1.5322676341324404,1.9753875309392266,1.3062833677742738
1.34,-1.5935599743717241,1.9262831069394735,1.3035425498542623
1.36,-1.6532796633091293,1.8752776740761492,1.3015770597371046
1.3800000000000001,-1.7113677648217218,1.822421568553529,1.3003946543143456
1.4000000000000001,-1.7677669529663687,1.7677669529663693,1.3
1.42,-1.8224215685535283,1.711367764821722,1.3003946543143456
1.44,-1.875277674076149,1.6532796633091296,1.3015770597371046
1.46,-1.926283106939473,1.5935599743717244,1.3035425498542623
1.48,-1.9753875309392264,1.5322676341324408,1.3062833677742738
1.5,-2.0225424859373686,1.469463130731183,1.3097886967409693
1.52,-2.0677014356864047,1.405208444630326,1.3140447028223496
1.54,-2.110819813755038,1.3395669874474914,1.319034589506796
1.56,-2.1518550675098593,1.2726035393759274,1.3247386639912273
1.58,-2.1907667001096582,1.204384185254289,1.331134414899597
1.6,-2.2275163104709192,1.134976249348867,1.3381966011250104
1.62,-2.2620676311650483,1.0644482289126822,1.345897351444842
1.6400000000000001,-2.294386564209953,0.9928697265869515,1.3542062745157177
1.6600000000000001,-2.324441214720628,0.9203113817116954,1.3630905788142622
1.68,-2.352201922385564,0.8468448006132284,1.372515202050262
1.7,-2.377641290737884,0.7725424859373689,1.3824429495415054
1.72,-2.400734214192358,0.6974777650980728,1.3928346410042007
1.74,-2.421457902821578,0.6217247179121371,1.403649265179657
1.76,-2.439791904846869,0.5453581034913558,1.4148441416869855
1.78,-2.4557181268217216,0.46845328646431145,1.4263750894630645
1.8,-2.469220851487844,0.39108616260057744,1.4381966011250105
1.82,-2.4802867532861943,0.3133330839107613,1.4502620225670289
1.84,-2.4889049115076993,0.23527078329628587,1.462523737082855
1.86,-2.495066821070679,0.15697629882328396,1.4749333532871391
1.8800000000000001,-2.498766400914329,0.0785268976953206,1.4874418960941374
1.9000000000000001,-2.5,3.061616997868383e-16,1.5
